Name	Sets	ImageFile	Cost	Damage	Momentum	Type	Target	Traits	Wrestler Logo	Game Text
Textbook Takedown	Advanced	TextbookTakedown.png	0	2	2	Grapple	L	Setup		(Technical Style)  Leverage (Passively adds 1 to tries to Pin or Submit an opponent)  Enters - You may play a (Technical Style) maneuver from your hand or discard. If played from discard and is unsuccessful put it beneath your draw deck.
The 'Ol One-Two	Advanced	The'OlOne-two.png	3	5	5	Strike	H	Punch,Setup		Anthony Ogogo - -1C. Enters - Play a Punch from your Hand or Discard, if it costs 3 or less, it gains Combo Attack.
The American Dragon	Advanced	TheAmericanDragon.png	N/a	N/a	2	Call Name			The American Dragon	Your Starting Draw Deck may contain up to 4C in Styled cards and up to 3C of other cards.
The Arial Assassin	Advanced	TheArialAssassin.png	N/a	N/a	2	Call Name			The Arial Assassin	Your High Risks and cards with Hidden are -1C.
The Babe With the Powerbomb	Advanced	TheBabeWithThePowerbomb.png	16	12	12	Grapple			Willow Nightingale Wrestler	Finisher  Enters - Draw cards equal to your Hold.
The Baddest Man on the Planet	Advanced	TheBaddestManOnThePlanet.png	N/a	N/a	2	Call Name		Boxer	Baddest Man on the Planet	Ongoing - Your Punches are +1M.  Your Starting Draw Deck may contain up to 3C of Punches.
The Bang Bang Gang	Advanced	TheBangBangGang.png	N/a	N/a	2	Faction			The Bang Bang Gang	Flip -
The Bastard	Advanced	TheBastard.png	N/a	N/a	2	Call Name			The Bastard	Your Starting Draw Deck may contain up to 4C of cards with an Attack keyword, and up to 3C of other cards
The Belt Collector	Advanced	TheBeltCollector.png	N/a	N/a	2	Call Name			The Belt Collector	You may have two Championships
The Billy Goat	Advanced	TheBillyGoat.png	6	0	2	Response			Will Ospreay Wrestler	Hidden  Reverse any card.  Enters - Choose a card from your Hand or discard, play that card face down. It gains Permanent this turn.
The Conglomeration	Advanced	TheConglomeration.png	N/a	N/a	3	Faction			The Conglomeration	Flip - Scout then draw a card, gain 2 Stamina, then Attempt to Rally the Crowd
The Dark Order	Advanced	TheDarkOrder.png	N/a	N/a	3	Faction			The Dark Order	Flip - Create two Mysterious tokens in your Ring. One of them gains Permanent this turn. Then play the top card of your Purchase Deck face down. It gains Permanent this turn. (if reversed place into discard)
The Devil	Advanced	TheDevil.png	N/a	N/a	2	Call Name			The Devil	Your Starting Draw Deck may contain up to 3C in cards. Your Starting Market and Starting Hand are both +1.
The DM	Advanced	TheDm.png	16	12	12	Grapple	H		Andrade Wrestler	Finisher  As you play this you may Commit up to one card with Sudden and/or Relentless in your ring. Add their combined Momentum to this Damage.
The Elite	Advanced	TheElite.png	N/a	N/a	2	Faction			The Elite	Flip - Draw three cards.
The Face of TBS	Advanced	TheFaceOfTbs.png	5	0	3	Action				Enters - Search your Purchase Deck for a card that costs 3 or less and Market that card.  TBS Champion - Sudden
The Face of TNT	Advanced	TheFaceOfTnt.png	5	0	3	Action				Look at the top four cards of your Purchase Deck and Market one of them, tuck the rest. TNT Champion - Ongoing - Your Market is +1.
The Gov'na	Advanced	TheGov'na.png	N/a	N/a	2	Call Name		Boxer	The Gov'na	Ongoing - Your Punches are -1C.
The Hurt Syndicate	Advanced	TheHurtSyndicate.png	N/a	N/a	2	Faction			The Hurt Syndicate	Flip - Create a Beast and an Inspired token in your ring. Create a Winded and Bell Ringer tokens in your opponent's ring. Choose one of those to gain Permanent this turn.
The Invisible Man Wrestler	Advanced	TheInvisibleManWrestler.png	N/a	N/a	3	Wrestler		Invisible	The Invisible Man Wrestler	All your cards have Hidden.  Nonresponse cards you play from hand can only be played face down.  Build a Kit: Nonsignature cards with cost 8 or less
The Learning Tree	Advanced	TheLearningTree.png	N/a	N/a	2	Call Name			The Learning Tree	Your Starting Draw Deck may contain up to 4C in cards.  At the beginning of the first Ready Phase purchase a Non-Signature card for free, then opponent can purchase one card of less cost for free. Refill both markets.
The New Level Wrestler	Advanced	TheNewLevelWrestler.png	N/a	N/a	4	Wrestler			The New Level Wrestler	
The Painmaker	Advanced	ThePainmaker.png	N/a	N/a	2	Call Name			The Painmaker	Your Starting Draw Deck may contain up to four different 1C cards and up to 3C of other cards.
The Patriarchy	Advanced	ThePatriarchy.png	N/a	N/a	4	Faction			The Patriarchy	Flip - Choose a card in your Market to gain Sudden this turn, a card in your discard to gain Relentless this turn, Scout, then you may Attempt to Draw Heat. Christian Cage - You may pick an additional card from both your Market and Discard.
The Problem	Advanced	TheProblem.png	N/a	N/a	2	Call Name			The Problem	Ongoing - Your cards with Pressing or Stun are -1C.
The Rainmaker	Advanced	TheRainmaker.png	N/a	N/a	4	Call Name			The Rainmaker	None, isn't the Momentum enough?
The Rascalz Wrestler	Advanced	TheRascalzWrestler.png	N/a	N/a	3	Wrestler			The Rascalz Wrestler	Ongoing - Cards played from outside your hand have "Enters - Gain 1 Stamina."
The Rated-R Superstar	Advanced	TheRated-rSuperstar.png	N/a	N/a	2	Call Name			The Rated-R Superstar	Your Starting Draw Deck may contain an additional copy of three 0C cards, and may contain up to 4 total cost in cards.
The Stone Pitbull	Advanced	TheStonePitbull.png	N/a	N/a	2	Call Name			The Stone Pitbull	(Strong Style) Your Chops are -1C. Your starting deck may contain a maneuver with no printed abilities with 4C or less, it may also contain up to 3C of other cards
The Toxic Spider	Advanced	TheToxicSpider.png	N/a	N/a	2	Call Name			The Toxic Spider	Your Starting Draw Deck may contain up to 4C of cards with Hidden and up to 3C of other cards.
The Wrestler	Advanced	TheWrestler.png	N/a	N/a	2	Call Name			The Wrestler	(Technical Style)  Your starting deck may contain up to 4C in Setups.  Trigger - Your cards played from Setups enter your ring with a +1M Counter on them.
The Young Bucks Wrestler	Advanced	TheYoungBucksWrestler.png	N/a	N/a	3	Wrestler		Tag Team	The Young Bucks Wrestler	Ongoing - Your Market is +1.
Thekla Wrestler	Advanced	TheklaWrestler.png	N/a	N/a	3	Wrestler			Thekla Wrestler	Trigger - At the start of the End of Turn sequence each Opponent loses 1 Stamina for each Uncommited face down card in your ring.
Three Amigos	Advanced	ThreeAmigos.png	12	4	4	Grapple	T	Suplex		Enters - If you have a Strike or Submission in your ring, Attempt to Suplex opponent. If you have both, do it again.
Throw Money Around	Advanced	ThrowMoneyAround.png	0	0	1	Action				Enters - Purchase a card, refill your Market.
Time Out!	Advanced	TimeOut!.png	4	0	1	Action				Enters - Opponent discards two cards unless they discard a maneuver.
Timeless	Advanced	Timeless.png	N/a	N/a	1	Call Name			Timeless	Your Starting Draw Deck may include up to 3 cost worth of Actions and 3C of any cards.
TNT Championship	Advanced	TntChampionship.png				Championship			TNT Championship	After you set up your Market, look at the top four cards of your Purchase Deck. Market one of those cards then Tuck the rest.
Tombstone Piledriver	Advanced	TombstonePiledriver.png	15	9	9	Grapple	H			Enters - Stun opponent, then they discard a card. All committed cards with Permanent in opponent's ring lose Permanent.
Tommaso Ciampa Wrestler	Advanced	TommasoCiampaWrestler.png	N/a	N/a	3	Wrestler			Tommaso Ciampa Wrestler	Ongoing - Your maneuvers are +1D.
Tomohiro Ishii Wrestler	Advanced	TomohiroIshiiWrestler.png	N/a	N/a	4	Wrestler			Tomohiro Ishii Wrestler	(Strong Style) Ongoing - Your Chops and all maneuvers with no printed abilities are +1D.
Toni Storm Manage	Advanced	ToniStormManage.png	N/a	N/a	3	Manager			Toni Storm Manager	Recovery Action - Pay 2M, Commit: Put an Action from your Discard beneath your Draw Deck.
Torture Rack	Advanced	TortureRack.png	12	8	8	Submission	T			Ongoing - Opponent's Market is -2.
Triangle of Madness	Advanced	TriangleOfMadness.png	N/a	N/a	2	Faction			Triangle of Madness	Flip - Choose any number of non-permanent non-persona cards in your ring. Gain 1 Stamina for each then turn them face down, they gain Permanent this turn.
Trick Punch	Advanced	TrickPunch.png	2	4	4	Strike	H	Punch		While you have A Punch in your ring this has Echo and Sudden
Until They Get Punched in the Face	Advanced	UntilTheyGetPunchedInTheFace.png	8	1	3	Response		Punch		Reverse any Action. Special - You may Commit a Punch as an additional cost, if you do Reverse any card instead. Mike Tyson - Combo Attack
Useful	Advanced	Useful.png	2	0	2	Action				Sudden  Enters - Choose any number of cards with counters on them. Add one of each counter on those cards.
Vacant Wrestler	Advanced	VacantWrestler.png	N/a	N/a	3	Wrestler			Vacant Wrestler	For your Kit choose one maneuver, one action, and one response regardless of wrestler logo. Those cards now have your logo.
Versatile Striker	Advanced	VersatileStriker.png	4	0	2	Action				Enters - Reveal cards from the top of your Draw Deck until you reveal a Strike, play that card. If you have a Grapple in your ring it gets +3D, if you have a Submission in your ring it gains "Enters - Stun opponent then Scout."
Vertical Suplex	Advanced	VerticalSuplex.png	6	6	6	Grapple	T	Suplex		Sudden  Can Reverse any Suplex.
We Hurt People	Advanced	WeHurtPeople.png	6	0	2	Action			The Hurt Syndicate	Ongoing - Your Responses gain Power Attack.
Wear Down	Advanced	WearDown.png	0	0	0	Injury				Ongoing - Attached card is -1M
Well Trained	Advanced	WellTrained.png	4	0	2	Action				Ongoing - Choose a Trait, cards with that trait are -1C/+1D/+1M.
Where Did They Come From?	Advanced	WhereDidTheyComeFrom?.png	6	0	3	Action				Ongoing - Cards played from outside your hand get +1D. (This includes Attempted tokens)
Wild Thing	Advanced	WildThing.png	N/a	N/a	1	Call Name			Wild Thing	Your Starting Draw Deck may include up to 3 cost worth of Maneuvers and 3C of any cards.
Will Ospreay Manager	Advanced	WillOspreayManager.png	N/a	N/a	2	Manager			Will Ospreay Manager	Tie-Up Action - Commit: Play a card from your hand face down.
Will Ospreay Wrestler	Advanced	WillOspreayWrestler.png	N/a	N/a	4	Wrestler			Will Ospreay Wrestler	Ongoing - Your face down cards have Hidden.   Tie-Up Action - Commit : Play a card from your hand face down (choose a maneuver type and a target, it's a 0/2/2)
Willow Action	Advanced	WillowAction.png	6	0	2	Action			Willow Nightingale Wrestler	Ongoing - Your Hold is +1.  Enters - Commit Willow, everybody Tucks cards from their discard pile equal to your Hold.
Willow Nightingale Manager	Advanced	WillowNightingaleManager.png	N/a	N/a	2	Manager			Willow Nightingale  Manager	Trigger - At the beginning of each Recovery Phase gain 2 Stamina.
Willow Nightingale Wrestler	Advanced	WillowNightingaleWrestler.png	N/a	N/a	3	Wrestler			Willow Nightingale Wrestler	Trigger - At the beginning of the Recovery Phase, gain Stamina equal to your Hold.
Win If You Can	Advanced	WinIfYouCan.png	13	0	6	Action			Taz Wrestler	Resilient. Ongoing - All Grapples are +2D.
Winded	Advanced	Winded.png	0		0	Injury				Ongoing - Your Hold is -1
Wise	Advanced	Wise.png	9	0	4	Action				Permanent.  Ongoing - Your cards are -1C.  Christian Cage Enters - Attempt to Anger the Crowd.
Won't Fall Down	Advanced	Won'tFallDown.png	4	0	1	Response				(Strong Style Needed) Play in response to any maneuver. It is successful but it's damage is reduced to 1.
Word of the Day	Advanced	WordOfTheDay.png	4	0	2	Action			The Conglomeration	Enters - Choose any number of cards from your discard and market. You may pay 1M for each card to Tuck that card. If cards from your discard are tucked this way draw a card and gain 2 Stamina. Then refill your Market.
WRESTLER	Advanced	Wrestler.png	N/a	N/a	-	Wrestler			Wrestler Wrestler	THIS CARD IS FOR VISION PLAYTESTING.  This is for standing in your deck for a card you have designed. We're in Vision testing, so make whatever and try it out.
WRESTLER ACTION	Advanced	WrestlerAction.png	-	-	-	Action				THIS CARD IS FOR VISION PLAYTESTING.  This is for standing in your deck for a card you have designed. We're in Vision testing, so make whatever and try it out.
WRESTLER FINISHER	Advanced	WrestlerFinisher.png	-	-	-	Maneuver				THIS CARD IS FOR VISION PLAYTESTING.  This is for standing in your deck for a card you have designed. We're in Vision testing, so make whatever and try it out.
WRESTLER RESPONSE	Advanced	WrestlerResponse.png	-	-	-	Response				THIS CARD IS FOR VISION PLAYTESTING.  This is for standing in your deck for a card you have designed. We're in Vision testing, so make whatever and try it out.
You Got 99 Answers But Can't Solve One Problem	Advanced	YouGot99AnswersButCan'tSolveOneProblem.png	5	0	2	Action				Ongoing - Your maneuvers have Pressing.  The Problem Enters - This gain's Permanent this turn. Stun Opponent.
You Just Made the List!	Advanced	YouJustMadeTheList!.png				Response			Chris Jericho Wrestler	Reverse any card.  Enters - You may Commit a Call Name in your ring. If you do, draw a card.
You Think You Know Him	Advanced	YouThinkYouKnowHim.png	6	0	3	Response			Adam Copeland Wrestler	Has Sudden and Relentless if you have two pairs of cards in your ring.  Reverse any card.
Zack Sabre Jr Manager	Advanced	ZackSabreJrManager.png	N/a	N/a	3	Manager			Zack Sabre Jr Manager	Ongoing - Your Submissions are +1D.
Zack Sabre Jr Wrestler	Advanced	ZackSabreJrWrestler.png	N/a	N/a	3	Wrestler			Zack Sabre Jr Wrestler	(Technical Style)  Aggressive  Ongoing - Cards in your ring with Focus or Transition Attack have Leverage
ZSJ Action	Advanced	ZsjAction.png	6	0	3	Action			Zack Sabre Jr Wrestler	(Technical Style)  Aggressive, Leverage  Enters - Choose up to three cards in your discard. You may Tuck one, put one beneath your draw deck, and put one into your hand.
ZSJ Action 2	Advanced	ZsjAction2.png	8	0	4	Action		Setup	Zack Sabre Jr Wrestler	Leverage  Can reverse any Action  Enters - Play a Submission from your hand, discard, or Market. It gains "Enters - Try to Submit Opponent." If it already has that, it gains Transition Attack.
ZSJ Respone	Advanced	ZsjRespone.png	5	1	2	Response			Zack Sabre Jr Wrestler	Leverage  Reverse any Maneuver  Enters - Attempt to Pin Opponent
I'm on a New Level	Advanced	I'mOnANewLevel.png				Action			The New Level Wrestler	
United Empire	Advanced	UnitedEmpire.png	N/a	N/a	2	Faction			United Empire	
The Demand	Advanced	TheDemand.png	N/a	N/a	2	Faction			The Demand	
When You're In Demand, You Can Make Demands	Advanced	WhenYou'reInDemand,YouCanMakeDemands.png				Action			The Demand	
